Unnamed: 0,Manufacturer,Category,GPU,OS,CPU_core,CPU_frequency,RAM_GB,Storage_GB_SSD,Price,screen_size_inches,Weight_lb,Price_binned,Unnamed: 0,Manufacturer,Category,GPU,OS,CPU_core,CPU_frequency,RAM_GB,Storage_GB_SSD,Price,screen_size_inches,Weight_lb,Price_binned,Screen_Full HD,Screen_IPS Panel
158,Acer,4,2,1,5,0.8620689655172414,8,256,1167,14.0,3.97,Low,158,Acer,4,2,1,5,0.8620689655172414,8,256,1167,14.0,3.97,Low,False,True
159,Razer,1,3,1,7,0.9655172413793103,16,256,3301,14.0,4.3,High,159,Razer,1,3,1,7,0.9655172413793103,16,256,3301,14.0,4.3,High,True,False
160,Toshiba,3,2,1,5,0.793103448275862,8,256,1541,13.3,2.65,Low,160,Toshiba,3,2,1,5,0.793103448275862,8,256,1541,13.3,2.65,Low,True,False
161,Lenovo,4,2,1,7,0.9310344827586208,8,256,2012,12.0,3.0,Medium,161,Lenovo,4,2,1,7,0.9310344827586208,8,256,2012,12.0,3.0,Medium,False,True
162,Dell,4,2,1,5,0.5517241379310345,8,256,1842,13.3,2.65,Medium,162,Dell,4,2,1,5,0.5517241379310345,8,256,1842,13.3,2.65,Medium,True,False
163,Dell,3,1,1,7,0.6206896551724138,8,256,1167,15.6,4.85,Low,163,Dell,3,1,1,7,0.6206896551724138,8,256,1167,15.6,4.85,Low,True,False
164,Dell,3,2,1,5,0.8275862068965517,8,256,1561,14.0,3.44,Low,164,Dell,3,2,1,5,0.8275862068965517,8,256,1561,14.0,3.44,Low,True,False
165,Toshiba,3,2,1,5,0.8620689655172414,8,256,1598,15.0,4.41,Low,165,Toshiba,3,2,1,5,0.8620689655172414,8,256,1598,15.0,4.41,Low,False,True
166,Asus,4,2,1,5,0.8620689655172414,8,256,1442,14.0,2.43,Low,166,Asus,4,2,1,5,0.8620689655172414,8,256,1442,14.0,2.43,Low,True,False
167,Acer,1,3,1,5,0.8620689655172414,16,256,1650,15.6,5.51,Medium,167,Acer,1,3,1,5,0.8620689655172414,16,256,1650,15.6,5.51,Medium,True,False
168,MSI,1,3,1,5,0.8620689655172414,8,256,1268,15.6,4.85,Low,168,MSI,1,3,1,5,0.8620689655172414,8,256,1268,15.6,4.85,Low,True,False
169,HP,3,1,1,3,0.6896551724137931,4,256,888,17.0,5.51,Low,169,HP,3,1,1,3,0.6896551724137931,4,256,888,17.0,5.51,Low,False,True
170,Lenovo,3,2,1,5,0.8620689655172414,4,256,888,14.0,3.75,Low,170,Lenovo,3,2,1,5,0.8620689655172414,4,256,888,14.0,3.75,Low,True,False
171,Toshiba,3,2,1,5,0.8620689655172414,8,256,1236,13.0,3.31,Low,171,Toshiba,3,2,1,5,0.8620689655172414,8,256,1236,13.0,3.31,Low,False,True
172,Dell,3,2,1,5,0.8620689655172414,8,256,1010,15.6,4.81,Low,172,Dell,3,2,1,5,0.8620689655172414,8,256,1010,15.6,4.81,Low,True,False
173,Lenovo,3,2,1,5,0.793103448275862,8,256,1513,14.0,3.97,Low,173,Lenovo,3,2,1,5,0.793103448275862,8,256,1513,14.0,3.97,Low,True,False
174,Dell,3,3,2,5,0.9655172413793103,8,256,1383,14.0,3.62,Low,174,Dell,3,3,2,5,0.9655172413793103,8,256,1383,14.0,3.62,Low,True,False
175,Lenovo,3,3,1,5,0.8620689655172414,8,256,1089,14.0,4.12,Low,175,Lenovo,3,3,1,5,0.8620689655172414,8,256,1089,14.0,4.12,Low,False,True
176,Dell,3,2,1,5,0.896551724137931,8,256,1498,15.6,4.19,Low,176,Dell,3,2,1,5,0.896551724137931,8,256,1498,15.6,4.19,Low,True,False
177,HP,3,3,1,7,0.9310344827586208,8,256,1524,17.3,5.8,Low,177,HP,3,3,1,7,0.9310344827586208,8,256,1524,17.3,5.8,Low,True,False
178,Lenovo,4,2,1,5,0.8620689655172414,8,256,1904,14.0,2.91,Medium,178,Lenovo,4,2,1,5,0.8620689655172414,8,256,1904,14.0,2.91,Medium,False,True
179,Lenovo,3,2,1,5,0.8620689655172414,8,256,1219,13.0,3.18,Low,179,Lenovo,3,2,1,5,0.8620689655172414,8,256,1219,13.0,3.18,Low,False,True
180,HP,5,3,1,7,0.9655172413793103,16,256,3073,15.6,5.73,High,180,HP,5,3,1,7,0.9655172413793103,16,256,3073,15.6,5.73,High,True,False
181,Toshiba,3,2,1,5,0.8620689655172414,8,256,1950,14.0,2.76,Medium,181,Toshiba,3,2,1,5,0.8620689655172414,8,256,1950,14.0,2.76,Medium,False,True
182,Samsung,4,2,1,7,0.9310344827586208,16,256,2095,13.3,1.79,Medium,182,Samsung,4,2,1,7,0.9310344827586208,16,256,2095,13.3,1.79,Medium,True,False
183,HP,3,2,1,3,0.6896551724137931,8,256,685,15.6,4.1,Low,183,HP,3,2,1,3,0.6896551724137931,8,256,685,15.6,4.1,Low,True,False
184,HP,3,2,1,5,0.8275862068965517,8,256,2414,15.6,4.06,Medium,184,HP,3,2,1,5,0.8275862068965517,8,256,2414,15.6,4.06,Medium,True,False
185,HP,5,3,1,7,0.896551724137931,8,256,1983,15.6,5.71,Medium,185,HP,5,3,1,7,0.896551724137931,8,256,1983,15.6,5.71,Medium,True,False
186,Dell,4,2,1,7,0.9655172413793103,16,256,2361,12.5,2.6,Medium,186,Dell,4,2,1,7,0.9655172413793103,16,256,2361,12.5,2.6,Medium,True,False
187,Samsung,4,2,1,7,0.9310344827586208,8,256,2031,15.6,2.89,Medium,187,Samsung,4,2,1,7,0.9310344827586208,8,256,2031,15.6,2.89,Medium,True,False
188,Dell,3,1,1,7,0.9310344827586208,16,256,1501,15.6,5.07,Low,188,Dell,3,1,1,7,0.9310344827586208,16,256,1501,15.6,5.07,Low,True,False
189,Acer,3,2,1,3,0.8275862068965517,4,128,808,14.0,3.97,Low,189,Acer,3,2,1,3,0.8275862068965517,4,128,808,14.0,3.97,Low,False,True
190,Dell,1,3,1,5,0.8620689655172414,8,256,1251,15.6,5.78,Low,190,Dell,1,3,1,5,0.8620689655172414,8,256,1251,15.6,5.78,Low,True,False
191,Dell,3,1,1,3,0.6896551724137931,8,256,939,15.6,4.41,Low,191,Dell,3,1,1,3,0.6896551724137931,8,256,939,15.6,4.41,Low,True,False
192,HP,5,3,1,7,0.9655172413793103,8,256,2623,15.6,6.92,Medium,192,HP,5,3,1,7,0.9655172413793103,8,256,2623,15.6,6.92,Medium,True,False
193,Asus,3,2,1,5,0.8620689655172414,8,256,1396,15.6,5.23,Low,193,Asus,3,2,1,5,0.8620689655172414,8,256,1396,15.6,5.23,Low,True,False
194,Dell,4,2,1,5,0.8620689655172414,8,256,1904,13.3,2.84,Medium,194,Dell,4,2,1,5,0.8620689655172414,8,256,1904,13.3,2.84,Medium,True,False
195,Samsung,4,2,1,5,0.8620689655172414,8,256,1904,13.3,1.79,Medium,195,Samsung,4,2,1,5,0.8620689655172414,8,256,1904,13.3,1.79,Medium,True,False
196,Dell,3,1,1,5,0.8620689655172414,8,256,1003,15.6,4.81,Low,196,Dell,3,1,1,5,0.8620689655172414,8,256,1003,15.6,4.81,Low,True,False
197,Lenovo,4,2,1,7,0.9310344827586208,8,256,2361,14.0,2.91,Medium,197,Lenovo,4,2,1,7,0.9310344827586208,8,256,2361,14.0,2.91,Medium,True,False
198,MSI,1,3,1,5,0.8620689655172414,8,256,1523,15.6,5.29,Low,198,MSI,1,3,1,5,0.8620689655172414,8,256,1523,15.6,5.29,Low,True,False
199,Acer,3,2,1,3,0.8275862068965517,8,128,786,14.0,3.31,Low,199,Acer,3,2,1,3,0.8275862068965517,8,128,786,14.0,3.31,Low,False,True
200,Lenovo,3,2,1,5,0.793103448275862,8,256,1507,14.0,3.75,Low,200,Lenovo,3,2,1,5,0.793103448275862,8,256,1507,14.0,3.75,Low,True,False
201,Lenovo,3,2,1,5,0.896551724137931,8,256,2096,14.0,2.91,Medium,201,Lenovo,3,2,1,5,0.896551724137931,8,256,2096,14.0,2.91,Medium,False,True
202,Dell,3,1,1,7,0.9310344827586208,4,256,939,15.6,4.81,Low,202,Dell,3,1,1,7,0.9310344827586208,4,256,939,15.6,4.81,Low,True,False
203,Lenovo,4,3,1,7,0.9655172413793103,8,256,2417,14.0,4.32,Medium,203,Lenovo,4,3,1,7,0.9655172413793103,8,256,2417,14.0,4.32,Medium,False,True
204,Asus,3,3,1,7,0.9310344827586208,8,256,1000,15.0,5.07,Low,204,Asus,3,3,1,7,0.9310344827586208,8,256,1000,15.0,5.07,Low,False,True
205,Dell,3,2,1,5,0.8620689655172414,8,128,1200,15.6,4.19,Low,205,Dell,3,2,1,5,0.8620689655172414,8,128,1200,15.6,4.19,Low,True,False
206,HP,3,1,1,5,0.896551724137931,8,256,1714,15.6,4.06,Medium,206,HP,3,1,1,5,0.896551724137931,8,256,1714,15.6,4.06,Medium,True,False
207,Toshiba,3,2,1,5,0.8620689655172414,4,128,1632,13.3,2.32,Medium,207,Toshiba,3,2,1,5,0.8620689655172414,4,128,1632,13.3,2.32,Medium,True,False
208,Acer,3,2,1,5,0.8620689655172414,8,256,1146,14.0,3.44,Low,208,Acer,3,2,1,5,0.8620689655172414,8,256,1146,14.0,3.44,Low,False,True
209,Toshiba,3,2,1,7,0.9310344827586208,8,256,1763,15.0,4.41,Medium,209,Toshiba,3,2,1,7,0.9310344827586208,8,256,1763,15.0,4.41,Medium,False,True
210,Samsung,4,3,1,7,0.9310344827586208,16,256,2349,15.0,2.71,Medium,210,Samsung,4,3,1,7,0.9310344827586208,16,256,2349,15.0,2.71,Medium,True,False
211,Dell,4,2,1,7,0.9655172413793103,8,256,2147,12.5,3.53,Medium,211,Dell,4,2,1,7,0.9655172413793103,8,256,2147,12.5,3.53,Medium,True,False
212,Xiaomi,4,3,1,5,0.793103448275862,8,256,1188,13.0,2.82,Low,212,Xiaomi,4,3,1,5,0.793103448275862,8,256,1188,13.0,2.82,Low,False,True
213,HP,3,2,1,5,0.8620689655172414,4,256,1066,15.6,4.5,Low,213,HP,3,2,1,5,0.8620689655172414,4,256,1066,15.6,4.5,Low,True,False
214,HP,3,2,1,5,0.8620689655172414,4,128,1607,14.0,4.3,Low,214,HP,3,2,1,5,0.8620689655172414,4,128,1607,14.0,4.3,Low,True,False
215,Samsung,4,2,1,7,0.9310344827586208,8,256,2158,15.0,2.58,Medium,215,Samsung,4,2,1,7,0.9310344827586208,8,256,2158,15.0,2.58,Medium,True,False
216,Lenovo,4,2,1,5,0.8620689655172414,8,256,2285,14.0,2.91,Medium,216,Lenovo,4,2,1,5,0.8620689655172414,8,256,2285,14.0,2.91,Medium,False,True
217,Toshiba,3,2,1,5,0.8620689655172414,8,256,1874,13.3,2.32,Medium,217,Toshiba,3,2,1,5,0.8620689655172414,8,256,1874,13.3,2.32,Medium,True,False
218,Dell,3,2,1,5,0.9655172413793103,8,256,1531,14.0,3.53,Low,218,Dell,3,2,1,5,0.9655172413793103,8,256,1531,14.0,3.53,Low,True,False
219,Lenovo,3,3,1,7,0.9310344827586208,6,256,1002,15.6,4.85,Low,219,Lenovo,3,3,1,7,0.9310344827586208,6,256,1002,15.6,4.85,Low,True,False
220,HP,3,3,1,7,0.9310344827586208,8,256,1294,15.6,4.5,Low,220,HP,3,3,1,7,0.9310344827586208,8,256,1294,15.6,4.5,Low,True,False
221,Lenovo,3,2,1,5,0.8620689655172414,4,128,1119,13.3,3.18,Low,221,Lenovo,3,2,1,5,0.8620689655172414,4,128,1119,13.3,3.18,Low,True,False
222,HP,3,2,1,5,0.8620689655172414,8,256,1219,13.3,3.29,Low,222,HP,3,2,1,5,0.8620689655172414,8,256,1219,13.3,3.29,Low,True,False
223,HP,4,1,1,7,0.8620689655172414,8,256,1648,15.6,4.06,Medium,223,HP,4,1,1,7,0.8620689655172414,8,256,1648,15.6,4.06,Medium,True,False
224,Toshiba,3,3,1,7,0.896551724137931,16,256,2509,15.0,5.29,Medium,224,Toshiba,3,3,1,7,0.896551724137931,16,256,2509,15.0,5.29,Medium,False,True
225,Lenovo,4,2,1,7,0.9310344827586208,8,256,2096,12.0,3.0,Medium,225,Lenovo,4,2,1,7,0.9310344827586208,8,256,2096,12.0,3.0,Medium,False,True
226,HP,3,2,1,5,0.793103448275862,8,256,1480,15.6,5.09,Low,226,HP,3,2,1,5,0.793103448275862,8,256,1480,15.6,5.09,Low,True,False
227,Toshiba,3,2,1,5,0.793103448275862,4,128,1404,14.0,3.24,Low,227,Toshiba,3,2,1,5,0.793103448275862,4,128,1404,14.0,3.24,Low,False,True
228,HP,2,2,1,5,0.793103448275862,8,256,2120,12.5,2.78,Medium,228,HP,2,2,1,5,0.793103448275862,8,256,2120,12.5,2.78,Medium,True,False
229,Dell,4,2,1,5,0.8620689655172414,8,256,2082,14.0,3.0,Medium,229,Dell,4,2,1,5,0.8620689655172414,8,256,2082,14.0,3.0,Medium,True,False
230,Dell,4,2,1,5,0.8620689655172414,8,256,1870,15.6,3.0,Medium,230,Dell,4,2,1,5,0.8620689655172414,8,256,1870,15.6,3.0,Medium,True,False
231,Dell,4,2,1,7,0.9655172413793103,8,256,2255,14.0,3.0,Medium,231,Dell,4,2,1,7,0.9655172413793103,8,256,2255,14.0,3.0,Medium,True,False
232,Toshiba,3,2,1,5,0.793103448275862,8,256,1855,13.3,2.65,Medium,232,Toshiba,3,2,1,5,0.793103448275862,8,256,1855,13.3,2.65,Medium,True,False
233,Lenovo,4,2,1,7,0.896551724137931,8,256,1891,14.0,3.75,Medium,233,Lenovo,4,2,1,7,0.896551724137931,8,256,1891,14.0,3.75,Medium,False,True
234,Toshiba,3,2,1,5,0.8275862068965517,8,256,1950,13.3,2.65,Medium,234,Toshiba,3,2,1,5,0.8275862068965517,8,256,1950,13.3,2.65,Medium,True,False
235,Lenovo,4,2,1,5,0.896551724137931,8,256,2236,12.0,3.0,Medium,235,Lenovo,4,2,1,5,0.896551724137931,8,256,2236,12.0,3.0,Medium,False,True
236,Lenovo,3,3,1,5,0.8620689655172414,6,256,883,15.6,5.29,Low,236,Lenovo,3,3,1,5,0.8620689655172414,6,256,883,15.6,5.29,Low,True,False
237,Toshiba,3,2,1,5,0.793103448275862,8,256,1499,14.0,4.3,Low,237,Toshiba,3,2,1,5,0.793103448275862,8,256,1499,14.0,4.3,Low,True,False
